cleaned_area,cleaned_road,bed,bath,floor,is_land,tag,Loại địa ốc,Pháp lý,cleaned_price
48.0,40.0,2.0,2.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,594.0
200.0,3.0,2.0,1.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,1550.0
45.0,5.0,2.0,1.0,3.0,0,thua_thien_hue,bán căn hộ chung cư,Sổ hồng,650.0
167.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2004.0
566.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2150.7999999999997
200.0,3.0,2.0,1.0,1.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,1550.0
81.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1300.0
160.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2320.0
190.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1652.9999999999998
45.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán căn hộ chung cư,Giấy tờ hợp lệ,650.0
76.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,2500.0
550.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1500.0
86.0,12.5,4.0,2.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,3290.0
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2070.0
160.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2656.0
85.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1850.0
47.0,5.0,1.0,1.0,6.0,0,thua_thien_hue,bán căn hộ chung cư,Giấy tờ hợp lệ,580.0
195.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1460.0
223.0,12.5,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,4370.0
65.0,12.5,2.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,1980.0
50.0,12.5,2.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,,2190.0
194.7,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,,1460.0
115.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,598.0
158.0,12.5,2.0,1.0,1.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1925.0
92.0,10.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2024.0
160.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2320.0
261.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,965.7
154.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,3550.0
100.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1980.0
272.0,12.5,4.0,3.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,5712.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,1780.0
78.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1248.0
93.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1150.0
194.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1460.0
85.0,12.5,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2850.0
119.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,10700.0
80.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,2750.0
115.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,598.0
195.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1460.0
223.0,5.0,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,4370.0
172.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2115.0
122.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1695.8
223.0,5.0,3.0,3.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,4370.0
93.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,1150.0
117.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,3568.0
100.0,5.0,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1750.0
187.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1271.6
64.0,40.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
93.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,1150.0
100.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2050.0
262.0,17.5,3.0,4.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Đang hợp thức hóa,1790.0
304.0,10.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,5228.8
147.0,4.0,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1650.0
100.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
144.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2088.0
120.0,10.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Giấy đỏ,1320.0
80.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán biệt thự,Hợp đồng,2750.0
194.7,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1460.0
101.4,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,,1400.0
150.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
136.0,4.0,3.0,2.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,1750.0
53.0,5.0,2.0,1.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,920.0
185.0,10.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,1850.0
56.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,750.0
123.0,12.5,5.0,3.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,4120.0
77.5,4.0,3.0,3.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2650.0
77.5,4.0,3.0,3.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2650.0
123.8,12.5,2.0,3.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,4120.0
200.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2940.0
100.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
104.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1560.0
190.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1747.9999999999998
125.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1300.0
100.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2200.0
100.2,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,840.0
108.6,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1324.0
123.8,17.5,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,4120.0
100.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
52.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,960.0
115.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,598.0
158.0,12.5,1.0,1.0,1.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,1925.0
250.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1200.0
77.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1888.0
100.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1650.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2000.0
123.0,12.5,3.0,3.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,4120.0
165.0,40.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,5115.0
120.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1350.0
120.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,710.0
200.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2100.0
123.0,12.5,3.0,3.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,4120.0
50.0,5.0,2.0,2.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2250.0
64.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
88.7,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,960.0
77.0,4.0,3.0,3.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2650.0
105.0,12.5,2.0,2.0,2.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,2600.0
77.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,,2650.0
115.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,598.0
59.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1200.0
100.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,,2070.0
77.0,3.0,3.0,3.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2650.0
205.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,1800.0
124.5,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1307.25
189.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,3125.0
136.0,4.0,3.0,2.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1750.0
63.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2250.0
77.0,3.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2650.0
337.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,5700.0
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1270.0
110.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2420.0
105.0,10.0,2.0,3.0,2.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2600.0
100.0,10.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1650.0
121.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2480.0
63.4,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,,2250.0
100.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1600.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
162.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1263.6
122.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,,2250.0
63.4,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,,2250.0
101.0,9.0,3.0,3.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,1690.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
63.4,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,2250.0
194.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1455.0
63.0,4.0,4.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2250.0
122.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1695.8
85.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2040.0
162.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1263.6
120.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2720.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
108.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,972.0
78.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1248.0
105.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2600.0
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2530.0
190.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1747.9999999999998
187.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1271.6
122.0,4.0,3.0,1.0,1.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,2200.0
100.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2270.0
80.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán biệt thự,Hợp đồng,2750.0
180.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1620.0
107.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,780.0
101.0,9.0,3.0,3.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,1690.0
243.0,4.0,9.0,9.0,1.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1870.0
80.0,3.0,3.0,3.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,1390.0
101.0,7.0,3.0,1.0,2.0,0,thua_thien_hue,bán nhà riêng,Giấy tờ hợp lệ,1690.0
150.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
195.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2145.0
112.7,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1560.0
90.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,860.0
304.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,5228.8
190.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1747.9999999999998
180.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1620.0
122.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1695.8
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2530.0
187.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1271.6
65.0,5.0,2.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,,1980.0
64.0,40.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
100.0,12.5,1.0,1.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,6600.0
243.0,4.0,9.0,9.0,3.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1870.0
252.0,2.0,10.0,10.0,1.0,0,thua_thien_hue,bán nhà riêng,Giấy đỏ,1839.6
122.3,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1699.97
190.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,3135.0
160.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,1920.0
90.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,550.0
283.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Hợp đồng,6383.0
113.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,760.0
64.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
64.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
64.0,60.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
113.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,763.0
187.5,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1275.0
100.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2270.0
52.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1030.0
187.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1309.0
111.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2600.0
108.0,5.0,5.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2700.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,3350.0
150.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
108.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,972.0
187.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,950.0
85.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2040.0
92.5,10.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2085.0
92.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1150.0
180.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2196.0
105.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2600.0
206.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,,1800.0
95.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,721.0
106.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,780.0
153.0,9.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1700.0
333.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,4828.5
130.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,806.0
112.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán biệt thự,Hợp đồng,3500.0
100.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
97.0,12.5,2.0,1.0,1.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,1350.0
150.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
205.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,3581.0
94.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,721.0
130.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,806.0
130.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,806.0
81.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,3538.0
190.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1747.9999999999998
126.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,3300.0
112.0,12.5,3.0,3.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,3300.0
100.0,6.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,2070.0
150.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
64.0,40.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy tờ hợp lệ,3200.0
85.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2040.0
272.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Hợp đồng,5710.0
100.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,,970.0
304.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,5228.8
153.0,9.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1700.0
150.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1590.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
200.0,7.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
105.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2050.0
207.0,7.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2028.6000000000001
97.0,3.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1610.0
61.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,565.0
144.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2664.0
115.0,8.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,598.0
180.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2790.0
50.0,4.0,3.0,3.0,1.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,630.0
205.0,17.5,3.0,2.0,3.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,3580.0
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,970.0
121.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1706.0
195.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2300.0
195.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2300.0
100.0,17.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,2270.0
121.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,1681.9
100.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,969.9999999999999
200.0,7.0,12.0,2.0,1.0,0,thua_thien_hue,bán nhà riêng,Sổ hồng,3350.0
203.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,3300.0
105.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán biệt thự,Sổ hồng,2599.0
90.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
90.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
90.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
90.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
90.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
90.0,6.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,860.0
105.0,12.5,2.0,2.0,2.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2600.0
149.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,983.4
289.0,40.0,12.0,12.0,5.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,12900.0
249.0,17.5,11.0,15.0,5.0,0,thua_thien_hue,bán nhà phố dự án,Giấy đỏ,10956.0
327.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,7521.0
153.0,9.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,1700.0
85.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất nền dự án,Sổ hồng,2040.0
114.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,2188.7999999999997
144.0,4.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,2150.0
175.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Giấy đỏ,804.9999999999999
105.0,12.5,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,,2000.0
170.0,5.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,1207.0
105.0,12.5,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,1850.0
61.0,4.0,0.0,0.0,0.0,1,thua_thien_hue,bán đất thổ cư,Sổ hồng,565.0
136.0,5.0,3.0,2.0,3.0,0,thua_thien_hue,bán nhà phố dự án,Sổ hồng,3820.0
